Day;nrEmpty;nrGrass;nrRabbits;nrFemaleRabbits;nrMaleRabbits;nrFoxes;nrFemaleFoxes;nrMaleFoxes;av.LevelGRass;av.AgeRabbit;av.AgeFox;changeOfEmpty;changeOfGrass;changeOfRabbit;changeOfFox;
Initial Day;222;163;200;96;104;40;23;17;1;0;0;222;163;200;40
1;23;382;180;86;94;40;23;17;3.44;1;1;-199;219;-20;0
2;11;410;164;79;85;40;23;17;3.56;2;2;-12;28;-16;0
3;11;407;161;86;75;46;26;20;3.21;1.81;2.61;0;-3;-3;6
4;4;420;151;77;74;50;24;26;2.8;2.21;2.9;-7;13;-10;4
5;1;446;124;61;63;54;24;30;2.54;2.48;3.13;-3;26;-27;4
6;0;442;123;51;72;60;27;33;2.42;2.57;3.57;-1;-4;-1;6
7;0;466;100;44;56;59;29;30;2.36;2.78;4.08;0;24;-23;-1
8;0;484;76;32;44;65;32;33;2.48;2.41;4.31;0;18;-24;6
9;0;496;81;33;48;48;22;26;2.68;2.49;2.69;0;12;5;-17
10;0;506;74;26;48;45;21;24;2.94;2.7;3.53;0;10;-7;-3
11;0;517;61;21;40;47;25;22;3.23;2.85;3.7;0;11;-13;2
12;0;531;53;20;33;41;24;17;3.38;2.62;3.22;0;14;-8;-6
13;0;532;54;22;32;39;21;18;3.57;2.72;3.18;0;1;1;-2
14;0;544;47;20;27;34;17;17;3.65;2.91;2.65;0;12;-7;-5
15;0;554;37;14;23;34;13;21;3.78;3.08;2.5;0;10;-10;0
16;0;561;36;16;20;28;9;19;3.93;2.92;2.43;0;7;-1;-6
17;0;574;25;12;13;26;7;19;3.96;2.56;2.81;0;13;-11;-2
18;0;576;29;12;17;20;7;13;4.17;2.83;2.9;0;2;4;-6
19;0;572;30;12;18;23;10;13;4.33;2.67;2.83;0;-4;1;3
20;0;583;25;8;17;17;9;8;4.35;2.6;2.76;0;11;-5;-6
21;0;585;27;8;19;13;5;8;4.42;1.89;2.92;0;2;2;-4
22;0;586;25;9;16;14;6;8;4.51;2.68;2.93;0;1;-2;1
23;0;589;24;11;13;12;3;9;4.53;3.21;2.17;0;3;-1;-2
24;0;591;26;12;14;8;2;6;4.55;2.54;2.5;0;2;2;-4
25;0;592;25;11;14;8;2;6;4.57;3.08;2.25;0;1;-1;0
26;0;589;28;13;15;8;4;4;4.58;2.18;2;0;-3;3;0
27;0;599;20;10;10;6;3;3;4.54;2.4;2.33;0;10;-8;-2
28;0;602;18;9;9;5;3;2;4.59;3.22;2;0;3;-2;-1
29;0;601;18;11;7;6;5;1;4.66;2.78;2.33;0;-1;0;1
30;0;602;19;11;8;4;4;0;4.74;3.58;2.5;0;1;1;-2
31;0;602;21;12;9;2;2;0;4.77;3.86;2;0;0;2;-2
32;0;604;19;13;6;2;2;0;4.77;2.89;3;0;2;-2;0
33;0;606;17;11;6;2;2;0;4.79;3.88;4;0;2;-2;0
34;0;614;11;7;4;0;0;0;4.76;2.91;0;0;8;-6;-2
35;0;607;12;7;5;6;3;3;4.8;2.33;1;0;-7;1;6
36;0;606;13;8;5;6;3;3;4.86;2.77;2;0;-1;1;0
37;0;604;12;7;5;9;6;3;4.87;3.42;1.33;0;-2;-1;3
38;0;602;14;9;5;9;7;2;4.86;2.57;1.89;0;-2;2;0
39;0;606;13;9;4;6;5;1;4.83;2.69;1.83;0;4;-1;-3
40;0;607;12;10;2;6;5;1;4.82;1.42;2.83;0;1;-1;0
41;0;606;12;9;3;7;5;2;4.83;2.08;2.86;0;-1;0;1
42;0;613;10;7;3;2;1;1;4.78;1.9;1;0;7;-2;-5
43;0;613;10;7;3;2;1;1;4.83;2.9;2;0;0;0;0
44;0;610;12;9;3;3;3;0;4.86;2.92;1;0;-3;2;1
45;0;610;12;10;2;3;3;0;4.87;2.67;2;0;0;0;0
46;0;615;8;7;1;2;2;0;4.84;2.38;2;0;5;-4;-1
47;0;617;6;5;1;2;2;0;4.83;3;3;0;2;-2;0
48;0;615;8;6;2;2;2;0;4.88;3;4;0;-2;2;0
49;0;616;9;5;4;0;0;0;4.88;2.44;0;0;1;1;-2
50;0;611;8;4;4;6;3;3;4.89;2.38;1;0;-5;-1;6
