Day;nrEmpty;nrGrass;nrRabbits;nrFemaleRabbits;nrMaleRabbits;nrFoxes;nrFemaleFoxes;nrMaleFoxes;av.LevelGRass;av.AgeRabbit;av.AgeFox;changeOfEmpty;changeOfGrass;changeOfRabbit;changeOfFox;
Initial Day;221;159;187;93;94;58;30;28;1;0;0;221;159;187;58
1;24;370;174;87;87;57;30;27;3.42;1;1;-197;211;-13;-1
2;4;404;160;80;80;57;30;27;3.58;2;2;-20;34;-14;0
3;11;387;156;69;87;71;36;35;3.03;1.56;2.37;7;-17;-4;14
4;4;395;152;64;88;74;37;37;2.43;2.09;2.91;-7;8;-4;3
5;3;424;125;53;72;73;35;38;2.15;2.33;3.51;-1;29;-27;-1
6;0;416;129;62;67;80;38;42;2.13;2.48;3.43;-3;-8;4;7
7;0;439;107;55;52;79;39;40;2.06;2.85;3.84;0;23;-22;-1
8;0;457;87;46;41;81;37;44;2.08;2.29;4.36;0;18;-20;2
9;0;487;81;44;37;57;27;30;2.3;2.57;2.61;0;30;-6;-24
10;0;489;79;47;32;57;27;30;2.62;2.9;3.09;0;2;-2;0
11;0;507;61;38;23;57;27;30;2.78;2.7;3.67;0;18;-18;0
12;0;515;53;32;21;57;27;30;3.05;2.98;3.65;0;8;-8;0
13;0;533;40;23;17;52;28;24;3.26;3.2;3.9;0;18;-13;-5
14;0;542;36;17;19;47;25;22;3.49;3.11;3.53;0;9;-4;-5
15;0;559;28;12;16;38;19;19;3.75;3.04;2.92;0;17;-8;-9
16;0;564;27;12;15;34;17;17;3.99;2.89;2.88;0;5;-1;-4
17;0;572;28;14;14;25;15;10;4.16;3.29;2.88;0;8;1;-9
18;0;573;30;15;15;22;13;9;4.26;2.53;2.14;0;1;2;-3
19;0;579;29;14;15;17;11;6;4.34;2.34;2.47;0;6;-1;-5
20;0;580;30;19;11;15;10;5;4.42;1.83;2.6;0;1;1;-2
21;0;580;32;22;10;13;7;6;4.46;1.88;2.23;0;0;2;-2
22;0;583;30;21;9;12;6;6;4.45;1.87;2.33;0;3;-2;-1
23;0;581;34;22;12;10;4;6;4.48;1.91;2.5;0;-2;4;-2
24;0;582;34;24;10;9;4;5;4.48;2.47;3;0;1;0;-1
25;0;586;32;21;11;7;4;3;4.5;2.44;2.71;0;4;-2;-2
26;0;590;29;17;12;6;5;1;4.5;2.28;2.67;0;4;-3;-1
27;0;588;33;17;16;4;3;1;4.56;1.82;3;0;-2;4;-2
28;0;591;31;13;18;3;2;1;4.56;1.84;3.67;0;3;-2;-1
29;0;596;26;9;17;3;2;1;4.55;2.15;4.67;0;5;-5;0
30;0;598;25;10;15;2;1;1;4.59;2.48;6;0;2;-1;-1
31;0;596;29;14;15;0;0;0;4.61;2;0;0;-2;4;-2
32;0;591;28;12;16;6;3;3;4.64;2.86;1;0;-5;-1;6
33;0;590;29;14;15;6;3;3;4.63;2.55;2;0;-1;1;0
34;0;588;28;13;15;9;5;4;4.61;2.54;1.67;0;-2;-1;3
35;0;589;27;12;15;9;5;4;4.6;3.04;2.11;0;1;-1;0
36;0;593;27;12;15;5;3;2;4.6;2.11;1.6;0;4;0;-4
37;0;597;22;8;14;6;4;2;4.63;1.59;2.17;0;4;-5;1
38;0;598;21;8;13;6;4;2;4.64;2.38;2.5;0;1;-1;0
39;0;601;20;6;14;4;3;1;4.69;3.05;2.75;0;3;-1;-2
40;0;600;23;8;15;2;1;1;4.7;3.43;2.5;0;-1;3;-2
41;0;599;23;9;14;3;1;2;4.71;3.22;2.33;0;-1;0;1
42;0;602;20;9;11;3;0;3;4.72;3.1;1.67;0;3;-3;0
43;0;605;18;10;8;2;0;2;4.72;3.44;1.5;0;3;-2;-1
44;0;605;18;9;9;2;0;2;4.75;2.72;2.5;0;0;0;0
45;0;608;15;8;7;2;0;2;4.75;2.33;3.5;0;3;-3;0
46;0;609;15;8;7;1;0;1;4.78;2.6;4;0;1;0;-1
47;0;608;17;8;9;0;0;0;4.82;2.59;0;0;-1;2;-1
48;0;602;17;7;10;6;3;3;4.82;2.35;1;0;-6;0;6
49;0;602;17;8;9;6;3;3;4.8;2.12;2;0;0;0;0
50;0;601;14;4;10;10;5;5;4.78;2;1.8;0;-1;-3;4
