Day;nrEmpty;nrGrass;nrRabbits;nrFemaleRabbits;nrMaleRabbits;nrFoxes;nrFemaleFoxes;nrMaleFoxes;av.LevelGRass;av.AgeRabbit;av.AgeFox;changeOfEmpty;changeOfGrass;changeOfRabbit;changeOfFox;
Initial Day;113;105;152;76;76;30;18;12;1;0;0;113;105;152;30
1;29;193;148;76;72;30;18;12;2.99;1;1;-84;88;-4;0
2;14;208;148;76;72;30;18;12;3.3;2;2;-15;15;0;0
3;22;163;185;95;90;30;18;12;2.03;1.36;3;8;-45;37;0
4;5;198;165;82;83;32;20;12;1.64;1.75;3.19;-17;35;-20;2
5;3;196;166;83;83;35;22;13;1.56;2.26;3.54;-2;-2;1;3
6;4;164;197;92;105;35;22;13;0.97;1.65;4.23;1;-32;31;0
7;0;178;186;87;99;36;21;15;0.73;1.84;4.61;-4;14;-11;1
8;0;188;176;77;99;36;22;14;0.64;1.98;5.44;0;10;-10;0
9;0;178;183;91;92;39;23;16;0.55;1.75;5.51;0;-10;7;3
10;0;189;169;88;81;42;24;18;0.54;1.64;5.55;0;11;-14;3
11;0;196;165;89;76;39;23;16;0.48;1.73;5.69;0;7;-4;-3
12;0;212;160;91;69;28;15;13;0.48;1.94;4.14;0;16;-5;-11
13;0;209;164;90;74;27;16;11;0.62;1.91;4.07;0;-3;4;-1
14;0;217;156;76;80;27;15;12;0.61;1.81;4.52;0;8;-8;0
15;0;221;152;71;81;27;15;12;0.59;2.03;4.48;0;4;-4;0
16;0;211;161;74;87;28;19;9;0.5;1.93;4.18;0;-10;9;1
17;0;218;155;78;77;27;17;10;0.45;2.03;4.7;0;7;-6;-1
18;0;215;159;75;84;26;17;9;0.57;1.82;4.65;0;-3;4;-1
19;0;219;160;76;84;21;16;5;0.7;1.91;5.14;0;4;1;-5
20;0;230;150;68;82;20;16;4;0.7;1.91;5.75;0;11;-10;-1
21;0;228;156;69;87;16;11;5;0.88;2.01;3.81;0;-2;6;-4
22;0;234;152;67;85;14;9;5;0.87;2.03;3.43;0;6;-4;-2
23;0;230;158;70;88;12;7;5;0.91;2.03;3.58;0;-4;6;-2
24;0;225;163;80;83;12;6;6;1.03;2.02;4.33;0;-5;5;0
25;0;225;161;77;84;14;6;8;0.82;2.02;3.93;0;0;-2;2
26;0;218;169;80;89;13;5;8;0.95;2.07;4.77;0;-7;8;-1
27;0;219;169;82;87;12;4;8;0.98;2.15;5.25;0;1;0;-1
28;0;221;165;80;85;14;5;9;1.02;1.89;5.07;0;2;-4;2
29;0;213;174;84;90;13;5;8;1.02;1.82;5.46;0;-8;9;-1
30;0;212;175;91;84;13;7;6;1.02;1.85;5.15;0;-1;1;0
31;0;209;180;91;89;11;5;6;0.89;1.68;5.27;0;-3;5;-2
32;0;210;179;86;93;11;5;6;0.87;1.79;6.27;0;1;-1;0
33;0;199;193;90;103;8;5;3;0.73;1.9;5.88;0;-11;14;-3
34;0;201;189;89;100;10;5;5;0.71;1.78;5.4;0;2;-4;2
35;0;207;184;88;96;9;4;5;0.51;1.7;5.78;0;6;-5;-1
36;0;215;177;89;88;8;4;4;0.43;1.69;6.25;0;8;-7;-1
37;0;215;179;87;92;6;3;3;0.47;1.77;6;0;0;2;-2
38;0;224;170;76;94;6;3;3;0.56;1.96;6.67;0;9;-9;0
39;0;229;166;73;93;5;3;2;0.61;2.06;7;0;5;-4;-1
40;0;228;168;67;101;4;2;2;0.7;2.08;7.25;0;-1;2;-1
41;0;222;175;72;103;3;1;2;0.75;2.06;7.33;0;-6;7;-1
42;0;224;173;83;90;3;1;2;0.75;2.12;8.33;0;2;-2;0
43;0;228;170;83;87;2;0;2;0.82;2.14;8;0;4;-3;-1
44;0;220;178;98;80;2;0;2;0.89;1.88;9;0;-8;8;0
45;0;222;176;95;81;2;0;2;0.9;2.01;9.5;0;2;-2;0
46;0;219;180;94;86;1;0;1;0.88;1.88;10;0;-3;4;-1
47;0;224;176;89;87;0;0;0;0.83;1.72;0;0;5;-4;-1
48;0;231;169;83;86;0;0;0;0.87;1.86;0;0;7;-7;0
49;0;227;173;82;91;0;0;0;0.99;1.82;0;0;-4;4;0
50;0;218;182;79;103;0;0;0;0.9;1.81;0;0;-9;9;0
51;0;215;185;82;103;0;0;0;0.76;1.82;0;0;-3;3;0
52;0;209;191;89;102;0;0;0;0.75;1.7;0;0;-6;6;0
53;0;210;190;97;93;0;0;0;0.72;1.78;0;0;1;-1;0
54;0;218;182;95;87;0;0;0;0.66;1.75;0;0;8;-8;0
55;0;217;183;94;89;0;0;0;0.62;1.64;0;0;-1;1;0
56;0;224;176;89;87;0;0;0;0.72;1.8;0;0;7;-7;0
57;0;224;176;88;88;0;0;0;0.75;1.9;0;0;0;0;0
58;0;212;188;93;95;0;0;0;0.74;1.7;0;0;-12;12;0
59;0;220;180;90;90;0;0;0;0.76;1.79;0;0;8;-8;0
