Day;nrEmpty;nrGrass;nrRabbits;nrFemaleRabbits;nrMaleRabbits;nrFoxes;nrFemaleFoxes;nrMaleFoxes;av.LevelGRass;av.AgeRabbit;av.AgeFox;changeOfEmpty;changeOfGrass;changeOfRabbit;changeOfFox;
Initial Day;96;90;177;79;98;37;24;13;1;0;0;96;90;177;37
1;28;167;168;75;93;37;24;13;2.9;1;1;-68;77;-9;0
2;10;190;163;72;91;37;24;13;2.99;2;2;-18;23;-5;0
3;21;142;200;88;112;37;24;13;1.68;1.43;3;11;-48;37;0
4;13;178;171;74;97;38;24;14;1.29;1.7;3.29;-8;36;-29;1
5;8;173;177;75;102;42;25;17;1.12;2.07;3.45;-5;-5;6;4
6;6;156;193;88;105;45;27;18;0.67;1.87;3.58;-2;-17;16;3
7;3;167;184;83;101;46;28;18;0.59;2.12;3.96;-3;11;-9;1
8;4;177;172;73;99;47;27;20;0.47;1.95;4.19;1;10;-12;1
9;1;178;173;84;89;48;28;20;0.43;1.64;4.65;-3;1;1;1
10;1;194;154;75;79;51;30;21;0.43;1.62;5.12;0;16;-19;3
11;0;193;153;72;81;54;30;24;0.49;1.82;4.98;-1;-1;-1;3
12;0;203;150;77;73;47;27;20;0.45;1.99;3.85;0;10;-3;-7
13;0;207;146;81;65;47;25;22;0.49;1.85;3.96;0;4;-4;0
14;0;218;138;78;60;44;23;21;0.55;2.12;4.09;0;11;-8;-3
15;0;225;130;71;59;45;25;20;0.61;2.21;4.49;0;7;-8;1
16;0;224;128;64;64;48;26;22;0.75;2.23;4.35;0;-1;-2;3
17;0;219;136;68;68;45;24;21;0.84;1.99;4.62;0;-5;8;-3
18;0;221;131;70;61;48;25;23;0.87;2.15;4.75;0;2;-5;3
19;0;229;123;69;54;48;23;25;0.85;2.41;4.5;0;8;-8;0
20;0;227;124;68;56;49;23;26;0.89;2.19;3.96;0;-2;1;1
21;0;231;117;63;54;52;24;28;0.85;2.09;4.56;0;4;-7;3
22;0;236;110;56;54;54;24;30;1.01;2.27;4.17;0;5;-7;2
23;0;231;111;59;52;58;25;33;1.09;2.2;4.1;0;-5;1;4
24;0;228;115;63;52;57;22;35;1.15;2.34;3.51;0;-3;4;-1
25;0;230;113;64;49;57;23;34;1.12;1.99;3.79;0;2;-2;0
26;0;234;111;64;47;55;23;32;1.32;2.01;3.73;0;4;-2;-2
27;0;239;105;59;46;56;23;33;1.44;2.17;4.16;0;5;-6;1
